Date,Closing price
31/05/2022,10450.0
30/05/2022,10500.0
27/05/2022,10000.0
26/05/2022,10500.0
25/05/2022,10400.0
24/05/2022,10250.0
23/05/2022,10250.0
20/05/2022,10400.0
19/05/2022,10300.0
18/05/2022,10700.0
17/05/2022,10700.0
16/05/2022,10550.0
13/05/2022,10500.0
12/05/2022,10750.0
11/05/2022,10900.0
10/05/2022,10800.0
09/05/2022,10800.0
06/05/2022,11000.0
05/05/2022,11400.0
04/05/2022,11300.0
29/04/2022,10900.0
28/04/2022,10550.0
27/04/2022,10550.0
26/04/2022,10550.0
25/04/2022,10850.0
22/04/2022,10550.0
21/04/2022,10950.0
20/04/2022,11300.0
19/04/2022,11300.0
18/04/2022,11400.0
15/04/2022,11600.0
14/04/2022,11500.0
13/04/2022,11800.0
12/04/2022,11800.0
08/04/2022,11900.0
07/04/2022,12200.0
06/04/2022,12300.0
05/04/2022,12300.0
04/04/2022,12200.0
01/04/2022,12300.0
31/03/2022,12500.0
30/03/2022,12600.0
29/03/2022,12300.0
28/03/2022,12400.0
25/03/2022,12450.0
24/03/2022,12400.0
23/03/2022,12500.0
22/03/2022,12700.0
21/03/2022,12600.0
18/03/2022,12700.0
17/03/2022,12550.0
16/03/2022,12350.0
15/03/2022,12500.0
14/03/2022,12550.0
11/03/2022,12700.0
10/03/2022,12700.0
09/03/2022,12900.0
08/03/2022,13100.0
07/03/2022,12750.0
04/03/2022,11950.0
03/03/2022,11900.0
02/03/2022,11900.0
01/03/2022,11900.0
28/02/2022,11900.0
25/02/2022,11850.0
24/02/2022,11850.0
23/02/2022,11900.0
22/02/2022,12000.0
21/02/2022,12050.0
18/02/2022,12000.0
17/02/2022,12000.0
16/02/2022,12000.0
15/02/2022,12000.0
14/02/2022,11850.0
11/02/2022,11900.0
10/02/2022,12000.0
09/02/2022,11900.0
08/02/2022,11500.0
07/02/2022,11400.0
28/01/2022,10900.0
27/01/2022,11400.0
26/01/2022,11300.0
25/01/2022,11400.0
24/01/2022,11200.0
21/01/2022,11700.0
20/01/2022,11400.0
19/01/2022,11100.0
18/01/2022,10950.0
17/01/2022,11250.0
14/01/2022,11300.0
13/01/2022,11300.0
12/01/2022,11350.0
11/01/2022,11500.0
10/01/2022,11350.0
07/01/2022,11500.0
06/01/2022,11600.0
05/01/2022,11700.0
04/01/2022,11700.0
31/12/2021,12000.0
30/12/2021,11700.0
29/12/2021,11500.0
28/12/2021,12000.0
27/12/2021,11850.0
24/12/2021,12000.0
23/12/2021,12100.0
22/12/2021,12400.0
21/12/2021,12400.0
20/12/2021,12500.0
17/12/2021,12500.0
16/12/2021,12700.0
15/12/2021,12800.0
14/12/2021,12600.0
13/12/2021,12800.0
10/12/2021,13000.0
09/12/2021,12500.0
08/12/2021,12250.0
07/12/2021,12200.0
06/12/2021,12100.0
03/12/2021,12700.0
02/12/2021,12850.0
01/12/2021,12800.0
30/11/2021,12750.0
29/11/2021,12750.0
26/11/2021,13200.0
25/11/2021,13100.0
24/11/2021,12700.0
23/11/2021,12700.0
22/11/2021,13000.0
19/11/2021,13300.0
18/11/2021,13450.0
17/11/2021,13650.0
16/11/2021,13700.0
15/11/2021,13850.0
12/11/2021,13800.0
11/11/2021,13500.0
10/11/2021,13500.0
09/11/2021,13700.0
08/11/2021,13600.0
05/11/2021,13700.0
04/11/2021,13600.0
03/11/2021,13400.0
02/11/2021,13900.0
01/11/2021,13750.0
29/10/2021,13950.0
28/10/2021,14100.0
27/10/2021,14100.0
26/10/2021,13950.0
25/10/2021,14250.0
22/10/2021,14050.0
21/10/2021,13400.0
20/10/2021,12550.0
19/10/2021,12550.0
18/10/2021,12700.0
15/10/2021,12800.0
14/10/2021,12750.0
13/10/2021,13000.0
12/10/2021,12950.0
11/10/2021,13050.0
08/10/2021,13200.0
07/10/2021,13400.0
