Date,Closing price
31/05/2022,15000.0
30/05/2022,15000.0
27/05/2022,15000.0
26/05/2022,14950.0
25/05/2022,15000.0
24/05/2022,14600.0
23/05/2022,14950.0
20/05/2022,14950.0
19/05/2022,14950.0
18/05/2022,15000.0
17/05/2022,15000.0
16/05/2022,14800.0
13/05/2022,15250.0
12/05/2022,15300.0
11/05/2022,14800.0
10/05/2022,14500.0
09/05/2022,14900.0
06/05/2022,16000.0
05/05/2022,17000.0
04/05/2022,17150.0
29/04/2022,17200.0
28/04/2022,16950.0
27/04/2022,16750.0
26/04/2022,16700.0
25/04/2022,16700.0
22/04/2022,17800.0
21/04/2022,17600.0
20/04/2022,18400.0
19/04/2022,18400.0
18/04/2022,18250.0
15/04/2022,19250.0
14/04/2022,19200.0
13/04/2022,19050.0
12/04/2022,19300.0
08/04/2022,19500.0
07/04/2022,19850.0
06/04/2022,20200.0
05/04/2022,20250.0
04/04/2022,20300.0
01/04/2022,19950.0
31/03/2022,19950.0
30/03/2022,20250.0
29/03/2022,20800.0
28/03/2022,20500.0
25/03/2022,21300.0
24/03/2022,21400.0
23/03/2022,21400.0
22/03/2022,22500.0
21/03/2022,22800.0
18/03/2022,23200.0
17/03/2022,23200.0
16/03/2022,23100.0
15/03/2022,22500.0
14/03/2022,24100.0
11/03/2022,25900.0
10/03/2022,26100.0
09/03/2022,24900.0
08/03/2022,23300.0
07/03/2022,23600.0
04/03/2022,23500.0
03/03/2022,23000.0
02/03/2022,24500.0
01/03/2022,23500.0
28/02/2022,22000.0
25/02/2022,20600.0
24/02/2022,19500.0
23/02/2022,19700.0
22/02/2022,19800.0
21/02/2022,19800.0
18/02/2022,19850.0
17/02/2022,20200.0
16/02/2022,19700.0
15/02/2022,19700.0
14/02/2022,19450.0
11/02/2022,19650.0
10/02/2022,19200.0
09/02/2022,20300.0
08/02/2022,20950.0
07/02/2022,20900.0
28/01/2022,20400.0
27/01/2022,20200.0
26/01/2022,20300.0
25/01/2022,21600.0
24/01/2022,20950.0
21/01/2022,22500.0
20/01/2022,22450.0
19/01/2022,22550.0
18/01/2022,23000.0
17/01/2022,24000.0
14/01/2022,24150.0
13/01/2022,22600.0
12/01/2022,24300.0
11/01/2022,23900.0
10/01/2022,22350.0
07/01/2022,20900.0
06/01/2022,19550.0
05/01/2022,39050.0
04/01/2022,36500.0
31/12/2021,34150.0
30/12/2021,31950.0
29/12/2021,29900.0
28/12/2021,27950.0
27/12/2021,26150.0
24/12/2021,26100.0
23/12/2021,26000.0
22/12/2021,25950.0
21/12/2021,26200.0
20/12/2021,26250.0
17/12/2021,26000.0
16/12/2021,25850.0
15/12/2021,25900.0
14/12/2021,25800.0
13/12/2021,25850.0
10/12/2021,25600.0
09/12/2021,25800.0
08/12/2021,25350.0
07/12/2021,25350.0
06/12/2021,25300.0
03/12/2021,25500.0
02/12/2021,26200.0
01/12/2021,26300.0
30/11/2021,25950.0
29/11/2021,26000.0
26/11/2021,25100.0
25/11/2021,25700.0
24/11/2021,25000.0
23/11/2021,24500.0
22/11/2021,23900.0
19/11/2021,24100.0
18/11/2021,24500.0
17/11/2021,24000.0
16/11/2021,24050.0
15/11/2021,24100.0
12/11/2021,23100.0
11/11/2021,23400.0
10/11/2021,22850.0
09/11/2021,23250.0
08/11/2021,24000.0
05/11/2021,24950.0
04/11/2021,25400.0
03/11/2021,24550.0
02/11/2021,22950.0
01/11/2021,22500.0
29/10/2021,22100.0
28/10/2021,21500.0
27/10/2021,20400.0
26/10/2021,19100.0
25/10/2021,18850.0
22/10/2021,19350.0
21/10/2021,19200.0
20/10/2021,18750.0
19/10/2021,18400.0
18/10/2021,18300.0
15/10/2021,18200.0
14/10/2021,18100.0
13/10/2021,18200.0
12/10/2021,17600.0
11/10/2021,17600.0
08/10/2021,17650.0
07/10/2021,17650.0
06/10/2021,17650.0
05/10/2021,17550.0
04/10/2021,17300.0
01/10/2021,17350.0
30/09/2021,16600.0
29/09/2021,16600.0
28/09/2021,16250.0
27/09/2021,15900.0
24/09/2021,16500.0
23/09/2021,16900.0
22/09/2021,17550.0
21/09/2021,16900.0
20/09/2021,16149.999999999998
17/09/2021,15700.0
16/09/2021,15600.0
15/09/2021,15600.0
14/09/2021,15100.0
13/09/2021,15300.0
10/09/2021,15300.0
09/09/2021,15350.0
08/09/2021,15200.0
07/09/2021,15400.0
06/09/2021,15950.0
01/09/2021,15400.0
31/08/2021,15700.0
30/08/2021,15550.0
27/08/2021,14950.0
26/08/2021,15050.0
25/08/2021,15050.0
24/08/2021,15050.0
23/08/2021,15100.0
20/08/2021,15300.0
19/08/2021,15550.0
18/08/2021,15600.0
17/08/2021,15400.0
16/08/2021,15200.0
13/08/2021,14900.0
12/08/2021,15100.0
11/08/2021,15250.0
10/08/2021,15350.0
09/08/2021,15150.0
06/08/2021,14800.0
05/08/2021,14800.0
04/08/2021,14550.0
03/08/2021,14300.0
02/08/2021,13950.0
30/07/2021,13750.0
29/07/2021,13700.0
28/07/2021,13700.0
27/07/2021,13700.0
26/07/2021,14000.0
23/07/2021,14150.0
22/07/2021,14300.0
21/07/2021,14000.0
20/07/2021,13900.0
19/07/2021,13700.0
16/07/2021,14200.0
15/07/2021,14400.0
14/07/2021,14300.0
13/07/2021,13950.0
12/07/2021,13750.0
09/07/2021,14700.0
08/07/2021,15050.0
07/07/2021,15200.0
06/07/2021,15700.0
05/07/2021,16300.0
02/07/2021,16500.0
01/07/2021,15450.0
30/06/2021,15450.0
29/06/2021,15400.0
28/06/2021,15500.0
25/06/2021,15400.0
24/06/2021,15150.0
23/06/2021,15500.0
22/06/2021,15700.0
21/06/2021,15700.0
18/06/2021,15700.0
17/06/2021,15500.0
16/06/2021,15650.0
15/06/2021,14650.0
14/06/2021,14950.0
11/06/2021,14900.0
10/06/2021,14850.0
09/06/2021,14800.0
08/06/2021,14700.0
07/06/2021,14800.0
04/06/2021,14850.0
03/06/2021,14850.0
02/06/2021,14700.0
01/06/2021,14400.0
31/05/2021,14500.0
28/05/2021,14500.0
27/05/2021,14450.0
26/05/2021,14800.0
25/05/2021,15000.0
24/05/2021,14600.0
21/05/2021,14400.0
20/05/2021,14400.0
19/05/2021,14400.0
18/05/2021,14700.0
17/05/2021,14950.0
14/05/2021,14900.0
13/05/2021,15100.0
12/05/2021,14950.0
11/05/2021,14650.0
10/05/2021,14700.0
07/05/2021,15200.0
06/05/2021,15450.0
05/05/2021,15700.0
04/05/2021,15350.0
29/04/2021,15200.0
28/04/2021,15200.0
27/04/2021,15500.0
26/04/2021,15700.0
23/04/2021,15700.0
22/04/2021,15800.0
20/04/2021,16250.0
19/04/2021,16200.0
16/04/2021,16500.0
15/04/2021,16800.0
14/04/2021,16600.0
13/04/2021,16500.0
12/04/2021,16900.0
09/04/2021,16900.0
08/04/2021,16700.0
07/04/2021,16800.0
06/04/2021,16800.0
05/04/2021,17050.0
02/04/2021,17150.0
01/04/2021,17050.0
31/03/2021,17150.0
30/03/2021,16900.0
29/03/2021,17250.0
26/03/2021,17000.0
25/03/2021,17000.0
24/03/2021,17450.0
23/03/2021,17600.0
22/03/2021,18000.0
19/03/2021,18350.0
18/03/2021,18350.0
17/03/2021,18050.0
16/03/2021,17300.0
15/03/2021,16800.0
12/03/2021,16000.0
11/03/2021,16200.0
10/03/2021,16200.0
09/03/2021,16000.0
08/03/2021,15900.0
05/03/2021,16200.0
04/03/2021,15800.0
03/03/2021,16200.0
02/03/2021,15350.0
01/03/2021,15250.0
26/02/2021,15350.0
25/02/2021,15500.0
24/02/2021,15000.0
23/02/2021,15200.0
22/02/2021,15250.0
19/02/2021,14900.0
18/02/2021,14900.0
17/02/2021,14500.0
09/02/2021,14200.0
08/02/2021,14000.0
05/02/2021,14000.0
04/02/2021,14200.0
03/02/2021,14000.0
02/02/2021,13800.0
01/02/2021,13700.0
29/01/2021,13700.0
28/01/2021,13150.0
27/01/2021,14100.0
26/01/2021,14200.0
25/01/2021,14800.0
22/01/2021,15050.0
21/01/2021,15400.0
20/01/2021,14900.0
19/01/2021,15050.0
18/01/2021,16149.999999999998
15/01/2021,15850.0
14/01/2021,16000.0
13/01/2021,16100.000000000002
12/01/2021,16400.0
11/01/2021,16500.0
08/01/2021,16650.0
07/01/2021,16750.0
06/01/2021,17200.0
05/01/2021,16900.0
04/01/2021,15800.0
31/12/2020,14800.0
30/12/2020,14200.0
29/12/2020,14100.0
28/12/2020,14200.0
25/12/2020,14200.0
24/12/2020,14000.0
23/12/2020,14150.0
22/12/2020,14150.0
21/12/2020,13950.0
18/12/2020,14000.0
17/12/2020,13900.0
16/12/2020,14300.0
15/12/2020,14350.0
14/12/2020,13900.0
11/12/2020,13000.0
10/12/2020,13500.0
09/12/2020,13950.0
08/12/2020,14100.0
07/12/2020,13900.0
04/12/2020,14250.0
03/12/2020,14250.0
02/12/2020,14100.0
01/12/2020,13800.0
30/11/2020,14200.0
27/11/2020,14000.0
