Date,Closing price
31/05/2022,44550.0
30/05/2022,45200.0
27/05/2022,45300.0
26/05/2022,45500.0
25/05/2022,45550.0
24/05/2022,44150.0
23/05/2022,44550.0
20/05/2022,45400.0
19/05/2022,45200.0
18/05/2022,45950.0
17/05/2022,44400.0
16/05/2022,41500.0
13/05/2022,40650.0
12/05/2022,43700.0
11/05/2022,46950.0
10/05/2022,46150.0
09/05/2022,47450.0
06/05/2022,53000.0
05/05/2022,54100.0
04/05/2022,54900.0
29/04/2022,53200.0
28/04/2022,53100.0
27/04/2022,53100.0
26/04/2022,52600.0
25/04/2022,49250.0
22/04/2022,52600.0
21/04/2022,55500.0
20/04/2022,56600.0
19/04/2022,56000.0
18/04/2022,58500.0
15/04/2022,61000.0
14/04/2022,60700.0
13/04/2022,61300.0
12/04/2022,57300.0
08/04/2022,61000.0
07/04/2022,61500.0
06/04/2022,61800.0
05/04/2022,57800.0
04/04/2022,58000.0
01/04/2022,55800.0
31/03/2022,55500.0
30/03/2022,57100.0
29/03/2022,57700.0
28/03/2022,55800.0
25/03/2022,53600.0
24/03/2022,53000.0
23/03/2022,53200.0
22/03/2022,53500.0
21/03/2022,52100.0
18/03/2022,52100.0
17/03/2022,52600.0
16/03/2022,52600.0
15/03/2022,53300.0
14/03/2022,52400.0
11/03/2022,53000.0
10/03/2022,52400.0
09/03/2022,52200.0
08/03/2022,54500.0
07/03/2022,55000.0
04/03/2022,54800.0
03/03/2022,55800.0
02/03/2022,55600.0
01/03/2022,56700.0
28/02/2022,56700.0
25/02/2022,55900.0
24/02/2022,55500.0
23/02/2022,56200.0
22/02/2022,56900.0
21/02/2022,57400.0
18/02/2022,58300.0
17/02/2022,57200.0
16/02/2022,57500.0
15/02/2022,58500.0
14/02/2022,57600.0
11/02/2022,59000.0
10/02/2022,55900.0
09/02/2022,56600.0
08/02/2022,53200.0
07/02/2022,52600.0
28/01/2022,51900.0
27/01/2022,52200.0
26/01/2022,51700.0
25/01/2022,51500.0
24/01/2022,51200.0
21/01/2022,52400.0
20/01/2022,52800.0
19/01/2022,51800.0
18/01/2022,50600.0
17/01/2022,50900.0
14/01/2022,53900.0
13/01/2022,53900.0
12/01/2022,55000.0
11/01/2022,53600.0
10/01/2022,54800.0
07/01/2022,58000.0
06/01/2022,57800.0
05/01/2022,57900.0
04/01/2022,57000.0
31/12/2021,56000.0
30/12/2021,55100.0
29/12/2021,55200.0
28/12/2021,55800.0
27/12/2021,54200.0
24/12/2021,50700.0
23/12/2021,51100.0
22/12/2021,51800.0
21/12/2021,52100.0
20/12/2021,52900.0
17/12/2021,52300.0
16/12/2021,52300.0
15/12/2021,51700.0
14/12/2021,52000.0
13/12/2021,52900.0
10/12/2021,51800.0
09/12/2021,52300.0
08/12/2021,52300.0
07/12/2021,52000.0
06/12/2021,50200.0
03/12/2021,52200.0
02/12/2021,53200.0
01/12/2021,53700.0
30/11/2021,53800.0
29/11/2021,53800.0
26/11/2021,54300.0
25/11/2021,53900.0
24/11/2021,53800.0
23/11/2021,52300.0
22/11/2021,52000.0
19/11/2021,51800.0
18/11/2021,54200.0
17/11/2021,55300.0
16/11/2021,55000.0
15/11/2021,54800.0
12/11/2021,56000.0
11/11/2021,56100.0
10/11/2021,55700.0
09/11/2021,55000.0
08/11/2021,54900.0
05/11/2021,55300.0
04/11/2021,55000.0
03/11/2021,54500.0
02/11/2021,56900.0
01/11/2021,56500.0
29/10/2021,55900.0
28/10/2021,55400.0
27/10/2021,54400.0
26/10/2021,54500.0
25/10/2021,54400.0
22/10/2021,53100.0
21/10/2021,52700.0
20/10/2021,51400.0
19/10/2021,51800.0
18/10/2021,52500.0
15/10/2021,51900.0
14/10/2021,48550.0
13/10/2021,48500.0
12/10/2021,48600.0
11/10/2021,48550.0
08/10/2021,48600.0
07/10/2021,48500.0
06/10/2021,49200.0
05/10/2021,48300.0
04/10/2021,48300.0
01/10/2021,48300.0
30/09/2021,48500.0
29/09/2021,48650.0
28/09/2021,47200.0
27/09/2021,47100.0
24/09/2021,48100.0
23/09/2021,48800.0
22/09/2021,49600.0
21/09/2021,49000.0
20/09/2021,48700.0
17/09/2021,49700.0
16/09/2021,48900.0
15/09/2021,48600.0
14/09/2021,47950.0
13/09/2021,48600.0
10/09/2021,48450.0
09/09/2021,48850.0
08/09/2021,47900.0
07/09/2021,48300.0
06/09/2021,50100.0
01/09/2021,49000.0
31/08/2021,45800.0
30/08/2021,46100.0
27/08/2021,45600.0
26/08/2021,44800.0
25/08/2021,44550.0
24/08/2021,44500.0
23/08/2021,44550.0
20/08/2021,45500.0
19/08/2021,45550.0
18/08/2021,45400.0
17/08/2021,44100.0
16/08/2021,46500.0
13/08/2021,45950.0
12/08/2021,47500.0
11/08/2021,45400.0
10/08/2021,45500.0
09/08/2021,44750.0
06/08/2021,44500.0
05/08/2021,42400.0
04/08/2021,42300.0
03/08/2021,42300.0
02/08/2021,42400.0
30/07/2021,41200.0
29/07/2021,41000.0
28/07/2021,40900.0
27/07/2021,41000.0
26/07/2021,41000.0
23/07/2021,41400.0
22/07/2021,41400.0
21/07/2021,41000.0
20/07/2021,41000.0
19/07/2021,41000.0
16/07/2021,42000.0
15/07/2021,42000.0
14/07/2021,40800.0
13/07/2021,42100.0
12/07/2021,42300.0
09/07/2021,43150.0
08/07/2021,43000.0
07/07/2021,42950.0
06/07/2021,43150.0
05/07/2021,43100.0
02/07/2021,43300.0
01/07/2021,43600.0
30/06/2021,43450.0
29/06/2021,43400.0
28/06/2021,43900.0
25/06/2021,43600.0
24/06/2021,43800.0
23/06/2021,44350.0
22/06/2021,44800.0
21/06/2021,45100.0
18/06/2021,45200.0
17/06/2021,45300.0
16/06/2021,43900.0
15/06/2021,43650.0
14/06/2021,43500.0
11/06/2021,43450.0
10/06/2021,43000.0
09/06/2021,43300.0
08/06/2021,43300.0
07/06/2021,43700.0
04/06/2021,44050.0
03/06/2021,44050.0
02/06/2021,43900.0
01/06/2021,43600.0
31/05/2021,43700.0
28/05/2021,44150.0
27/05/2021,44000.0
26/05/2021,44600.0
25/05/2021,44550.0
24/05/2021,44500.0
21/05/2021,44400.0
20/05/2021,44500.0
19/05/2021,45000.0
18/05/2021,45300.0
17/05/2021,45300.0
14/05/2021,46200.0
13/05/2021,47800.0
12/05/2021,50300.0
11/05/2021,50000.0
10/05/2021,49600.0
07/05/2021,49700.0
06/05/2021,49300.0
05/05/2021,48800.0
04/05/2021,47600.0
29/04/2021,49000.0
28/04/2021,48700.0
27/04/2021,48500.0
26/04/2021,47200.0
23/04/2021,48500.0
22/04/2021,48000.0
20/04/2021,49000.0
19/04/2021,49500.0
16/04/2021,49100.0
